Local date,Demand
14Nov2025,"707,307"
15Nov2025,"662,825"
16Nov2025,"648,314"
17Nov2025,"704,334"
18Nov2025,"690,011"
19Nov2025,"702,220"
20Nov2025,"733,829"
21Nov2025,"692,758"
22Nov2025,"648,858"
23Nov2025,"636,026"
24Nov2025,"708,863"
25Nov2025,"718,091"
